"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Completely cut and restore network.","365932","test_network_cut","tests.integration.ha_tests","Thu Jul 24 04:25:46 UTC 2025","passed","Thu Jul 24 04:31:52 UTC 2025","","test_self_healing","",""
"Test superuser actions and the request for more permissions.","365","test_user_with_extra_roles","tests.integration.new_relations","Thu Jul 24 04:41:19 UTC 2025","broken","Thu Jul 24 04:41:19 UTC 2025","","test_new_relations_1","",""
"","1025","test_settings_are_correct[1]","tests.integration","Thu Jul 24 04:08:17 UTC 2025","passed","Thu Jul 24 04:08:18 UTC 2025","","test_charm","",""
"","181220","test_legacy_endpoint_with_multiple_related_endpoints","tests.integration.relations","Thu Jul 24 03:28:19 UTC 2025","passed","Thu Jul 24 03:31:20 UTC 2025","","test_relations","",""
"","437815","test_freeze_db_process[postgres]","tests.integration.ha_tests","Thu Jul 24 04:06:26 UTC 2025","passed","Thu Jul 24 04:13:44 UTC 2025","","test_self_healing","",""
"Test that the pre-upgrade-check action runs successfully.","3329","test_pre_upgrade_check","tests.integration.ha_tests","Thu Jul 24 04:13:21 UTC 2025","passed","Thu Jul 24 04:13:25 UTC 2025","","test_upgrade_from_stable","",""
"Test that passwords don't get exposed on postgresql logs.","7656","test_no_password_exposed_on_logs","tests.integration","Thu Jul 24 03:46:07 UTC 2025","passed","Thu Jul 24 03:46:14 UTC 2025","","test_password_rotation","",""
"","0","test_canonical_livepatch_onprem_bundle_db","tests.integration","Thu Jul 24 04:17:10 UTC 2025","skipped","Thu Jul 24 04:17:10 UTC 2025","","test_db","",""
"","462247","test_removing_stereo_sync_standby","tests.integration.ha_tests","Thu Jul 24 03:35:31 UTC 2025","passed","Thu Jul 24 03:43:13 UTC 2025","","test_scaling","",""
"Test that TLS is enabled when relating to the TLS Certificates Operator.","1193461","test_tls_enabled","tests.integration","Thu Jul 24 04:21:29 UTC 2025","passed","Thu Jul 24 04:41:22 UTC 2025","","test_tls","",""
"Test that the pre-upgrade-check action runs successfully.","3231","test_pre_upgrade_check","tests.integration.ha_tests","Thu Jul 24 04:27:32 UTC 2025","passed","Thu Jul 24 04:27:36 UTC 2025","","test_upgrade","",""
"Test charm deploy in dirty environment with garbage storage.","553405","test_charm_garbage_ignorance","tests.integration.ha_tests","Thu Jul 24 04:22:28 UTC 2025","passed","Thu Jul 24 04:31:42 UTC 2025","","test_smoke","",""
"Build the charm and deploy it.","5913","test_deploy_active","tests.integration","Thu Jul 24 04:21:23 UTC 2025","passed","Thu Jul 24 04:21:29 UTC 2025","","test_tls","",""
"Build and deploy three unit of PostgreSQL.","714981","test_build_and_deploy","tests.integration.ha_tests","Thu Jul 24 03:38:28 UTC 2025","passed","Thu Jul 24 03:50:23 UTC 2025","","test_replication","",""
"","3","test_database_is_up[1]","tests.integration","Thu Jul 24 04:08:16 UTC 2025","passed","Thu Jul 24 04:08:16 UTC 2025","","test_charm","",""
"","541457","test_removing_unit[roles1]","tests.integration.ha_tests","Thu Jul 24 04:31:57 UTC 2025","passed","Thu Jul 24 04:40:58 UTC 2025","","test_scaling_three_units","",""
"","0","test_nextcloud_db_blocked","tests.integration.new_relations","Thu Jul 24 03:50:55 UTC 2025","skipped","Thu Jul 24 03:50:55 UTC 2025","","test_new_relations_2","",""
"","1032","test_settings_are_correct[2]","tests.integration","Thu Jul 24 04:08:18 UTC 2025","passed","Thu Jul 24 04:08:19 UTC 2025","","test_charm","",""
"Test application deploy in dirty environment with garbage storage from another application.","0","test_app_resources_conflicts_v2","tests.integration.ha_tests","Thu Jul 24 04:48:32 UTC 2025","skipped","Thu Jul 24 04:48:32 UTC 2025","","test_smoke","",""
"Deploy Landscape Scalable Bundle to test the 'db-admin' relation.","1883244","test_landscape_scalable_bundle_db","tests.integration","Thu Jul 24 03:09:06 UTC 2025","passed","Thu Jul 24 03:40:29 UTC 2025","","test_db_admin","",""
"","21564","test_extensions_blocking","tests.integration","Thu Jul 24 04:16:49 UTC 2025","passed","Thu Jul 24 04:17:10 UTC 2025","","test_db","",""
"Build and deploy two PostgreSQL clusters.","698073","test_build_and_deploy","tests.integration.ha_tests","Thu Jul 24 03:22:27 UTC 2025","passed","Thu Jul 24 03:34:05 UTC 2025","","test_synchronous_policy","",""
"Test password rotation action.","328248","test_password_rotation","tests.integration","Thu Jul 24 03:39:49 UTC 2025","passed","Thu Jul 24 03:45:17 UTC 2025","","test_password_rotation","",""
"","687173","test_removing_stereo_primary","tests.integration.ha_tests","Thu Jul 24 03:24:03 UTC 2025","passed","Thu Jul 24 03:35:30 UTC 2025","","test_scaling","",""
"","16060","test_default_all","tests.integration.ha_tests","Thu Jul 24 03:34:05 UTC 2025","passed","Thu Jul 24 03:34:21 UTC 2025","","test_synchronous_policy","",""
"","79181","test_interruption_db_process[SIGKILL-/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]","tests.integration.ha_tests","Thu Jul 24 04:05:06 UTC 2025","passed","Thu Jul 24 04:06:25 UTC 2025","","test_self_healing","",""
"Test that in general, there is no change when password validation fails.","10567","test_no_password_change_on_invalid_password","tests.integration","Thu Jul 24 03:45:56 UTC 2025","passed","Thu Jul 24 03:46:07 UTC 2025","","test_password_rotation","",""
"Test that a relation with no database name doesn't block the charm.","0","test_relation_with_no_database_name","tests.integration.new_relations","Thu Jul 24 05:10:06 UTC 2025","skipped","Thu Jul 24 05:10:06 UTC 2025","","test_new_relations_1","",""
"Checks if charm gets blocked when trying to disable a plugin in use.","145171","test_plugin_objects","tests.integration","Thu Jul 24 04:16:48 UTC 2025","passed","Thu Jul 24 04:19:13 UTC 2025","","test_plugins","",""
"Test data is replicated to new units after a scale up.","3369592","test_scale_down_and_up","tests.integration","Thu Jul 24 04:12:31 UTC 2025","broken","Thu Jul 24 05:08:40 UTC 2025","","test_charm","",""
"Build and deploy two units of PostgreSQL in microceph, test backup and restore actions.","1326317","test_backup_ceph","tests.integration","Thu Jul 24 03:00:55 UTC 2025","passed","Thu Jul 24 03:23:02 UTC 2025","","test_backups_ceph","",""
"Deploy both charms (application and database) to use in the tests.","267824","test_deploy_charms","tests.integration.relations","Thu Jul 24 03:23:51 UTC 2025","passed","Thu Jul 24 03:28:19 UTC 2025","","test_relations","",""
"Build, deploy two units of PostgreSQL and do backup in GCP. Then, write new data into DB, switch WAL file and test point-in-time-recovery restore action.","0","test_pitr_backup_gcp","tests.integration","Thu Jul 24 04:23:22 UTC 2025","skipped","Thu Jul 24 04:23:22 UTC 2025","","test_backups_pitr_gcp","",""
"","0","test_data_integrator_creds_keep_on_working","tests.integration.ha_tests","Thu Jul 24 03:53:02 UTC 2025","skipped","Thu Jul 24 03:53:02 UTC 2025","","test_async_replication","",""
"Deploy the charm-under-test.

    Assert on the unit status before any relations/configurations take place.
    ","660435","test_deploy","tests.integration","Thu Jul 24 03:57:15 UTC 2025","passed","Thu Jul 24 04:08:16 UTC 2025","","test_charm","",""
"Test that an application can request additional databases using the same interface.","72806","test_an_application_can_request_multiple_databases","tests.integration.new_relations","Thu Jul 24 04:47:08 UTC 2025","passed","Thu Jul 24 04:48:21 UTC 2025","","test_new_relations_1","",""
"Test application deploy in dirty environment with garbage storage from another application.","1010285","test_app_resources_conflicts_v3","tests.integration.ha_tests","Thu Jul 24 04:31:42 UTC 2025","passed","Thu Jul 24 04:48:32 UTC 2025","","test_smoke","",""
"","251402","test_upgrade_from_edge","tests.integration.ha_tests","Thu Jul 24 04:27:36 UTC 2025","passed","Thu Jul 24 04:31:47 UTC 2025","","test_upgrade","",""
"Completely cut and restore network (situation when the unit IP doesn't change).","211004","test_network_cut_without_ip_change","tests.integration.ha_tests","Thu Jul 24 04:31:53 UTC 2025","passed","Thu Jul 24 04:35:24 UTC 2025","","test_self_healing","",""
"","0","test_scale_down","tests.integration","Thu Jul 24 03:55:44 UTC 2025","skipped","Thu Jul 24 03:55:44 UTC 2025","","test_subordinates","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","503969","test_deploy_latest","tests.integration.ha_tests","Thu Jul 24 04:19:09 UTC 2025","passed","Thu Jul 24 04:27:32 UTC 2025","","test_upgrade","",""
"Test that async replication fails over correctly.","0","test_async_replication_failover_in_main_cluster","tests.integration.ha_tests","Thu Jul 24 03:53:02 UTC 2025","skipped","Thu Jul 24 03:53:02 UTC 2025","","test_async_replication","",""
"","0","test_removing_unit[roles3]","tests.integration.ha_tests","Thu Jul 24 04:56:26 UTC 2025","skipped","Thu Jul 24 04:56:26 UTC 2025","","test_scaling_three_units","",""
"Test that is possible to restore a backup to another PostgreSQL cluster.","0","test_restore_on_new_cluster","tests.integration","Thu Jul 24 03:00:56 UTC 2025","skipped","Thu Jul 24 03:00:56 UTC 2025","","test_backups_gcp","",""
"Test that async replication fails back correctly.","0","test_async_replication_failover_in_secondary_cluster","tests.integration.ha_tests","Thu Jul 24 03:53:02 UTC 2025","skipped","Thu Jul 24 03:53:02 UTC 2025","","test_async_replication","",""
"","0","test_invalid_extra_user_roles","tests.integration.new_relations","Thu Jul 24 05:10:06 UTC 2025","skipped","Thu Jul 24 05:10:06 UTC 2025","","test_new_relations_1","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","166238","test_full_cluster_restart[SIGKILL-/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]","tests.integration.ha_tests","Thu Jul 24 04:22:53 UTC 2025","passed","Thu Jul 24 04:25:39 UTC 2025","","test_self_healing","",""
"","493862","test_pg_hba","tests.integration","Thu Jul 24 04:21:20 UTC 2025","passed","Thu Jul 24 04:29:34 UTC 2025","","test_pg_hba","",""
"Kill primary unit, check reelection.","198197","test_reelection","tests.integration.ha_tests","Thu Jul 24 03:50:28 UTC 2025","passed","Thu Jul 24 03:53:46 UTC 2025","","test_replication","",""
"","50","test_exporter_is_up[1]","tests.integration","Thu Jul 24 04:08:16 UTC 2025","passed","Thu Jul 24 04:08:16 UTC 2025","","test_charm","",""
"Test that check relation data.","192732","test_relations","tests.integration.new_relations","Thu Jul 24 03:27:27 UTC 2025","broken","Thu Jul 24 03:30:39 UTC 2025","","test_relations_coherence","",""
"Build and deploy one unit of PostgreSQL and then test the available plugins.","507037","test_plugins","tests.integration","Thu Jul 24 04:08:21 UTC 2025","passed","Thu Jul 24 04:16:48 UTC 2025","","test_plugins","",""
"Test basic functionality of database relation interface.","3846","test_database_relation_with_charm_libraries","tests.integration.new_relations","Thu Jul 24 04:37:13 UTC 2025","passed","Thu Jul 24 04:37:17 UTC 2025","","test_new_relations_1","",""
"","810377","test_scale_to_five_units","tests.integration.ha_tests","Thu Jul 24 03:43:14 UTC 2025","passed","Thu Jul 24 03:56:45 UTC 2025","","test_scaling","",""
"","638396","test_removing_unit[roles0]","tests.integration.ha_tests","Thu Jul 24 04:21:17 UTC 2025","passed","Thu Jul 24 04:31:56 UTC 2025","","test_scaling_three_units","",""
"","78327","test_majority","tests.integration.ha_tests","Thu Jul 24 03:34:21 UTC 2025","passed","Thu Jul 24 03:35:39 UTC 2025","","test_synchronous_policy","",""
"","211375","test_fail_and_rollback","tests.integration.ha_tests","Thu Jul 24 04:31:48 UTC 2025","passed","Thu Jul 24 04:35:20 UTC 2025","","test_upgrade","",""
"A forceful restart with deleted data and without transaction logs (forced clone).","0","test_forceful_restart_without_data_and_transaction_logs","tests.integration.ha_tests","Thu Jul 24 04:25:46 UTC 2025","skipped","Thu Jul 24 04:25:46 UTC 2025","","test_self_healing","",""
"","172903","test_freeze_db_process[/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]","tests.integration.ha_tests","Thu Jul 24 04:13:45 UTC 2025","passed","Thu Jul 24 04:16:38 UTC 2025","","test_self_healing","",""
"","0","test_deploy","tests.integration","Thu Jul 24 03:55:44 UTC 2025","skipped","Thu Jul 24 03:55:44 UTC 2025","","test_subordinates","",""
"Test the audit plugin.","310312","test_audit_plugin","tests.integration","Thu Jul 24 03:00:28 UTC 2025","passed","Thu Jul 24 03:05:38 UTC 2025","","test_audit","",""
"Check that writes in one cluster are not replicated to another cluster.","595815","test_no_data_replicated_between_clusters","tests.integration.ha_tests","Thu Jul 24 03:54:00 UTC 2025","passed","Thu Jul 24 04:03:56 UTC 2025","","test_replication","",""
"Build and deploy two units of PostgreSQL in AWS, test backup and restore actions.","0","test_backup_aws","tests.integration","Thu Jul 24 03:00:12 UTC 2025","skipped","Thu Jul 24 03:00:12 UTC 2025","","test_backups_aws","",""
"Test data persists through a primary deletion.","505886","test_persist_data_through_primary_deletion","tests.integration","Thu Jul 24 05:08:40 UTC 2025","broken","Thu Jul 24 05:17:06 UTC 2025","","test_charm","",""
"","1037","test_settings_are_correct[0]","tests.integration","Thu Jul 24 04:08:16 UTC 2025","passed","Thu Jul 24 04:08:17 UTC 2025","","test_charm","",""
"Test that the admin role gives access to all the databases.","0","test_admin_role","tests.integration.new_relations","Thu Jul 24 05:10:06 UTC 2025","skipped","Thu Jul 24 05:10:06 UTC 2025","","test_new_relations_1","",""
"Build the charm and deploy it.","687846","test_deploy_active","tests.integration","Thu Jul 24 03:28:21 UTC 2025","passed","Thu Jul 24 03:39:49 UTC 2025","","test_password_rotation","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","128470","test_full_cluster_restart[SIGKILL-postgres]","tests.integration.ha_tests","Thu Jul 24 04:20:35 UTC 2025","passed","Thu Jul 24 04:22:43 UTC 2025","","test_self_healing","",""
"Test that the charm can handle invalid and valid backup configurations.","0","test_invalid_config_and_recovery_after_fixing_it","tests.integration","Thu Jul 24 03:00:56 UTC 2025","skipped","Thu Jul 24 03:00:56 UTC 2025","","test_backups_gcp","",""
"","0","test_scale_up","tests.integration","Thu Jul 24 03:55:44 UTC 2025","skipped","Thu Jul 24 03:55:44 UTC 2025","","test_subordinates","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","121674","test_full_cluster_restart[SIGTERM-postgres]","tests.integration.ha_tests","Thu Jul 24 04:16:43 UTC 2025","passed","Thu Jul 24 04:18:45 UTC 2025","","test_self_healing","",""
"Verifies that database units with attached storage correctly repurpose storage.

    It is not enough to verify that Juju attaches the storage. Hence test checks that the
    postgresql properly uses the storage that was provided. (ie. doesn't just re-sync everything
    from primary, but instead computes a diff between current storage and primary storage.)
    ","853678","test_storage_re_use","tests.integration.ha_tests","Thu Jul 24 03:46:42 UTC 2025","passed","Thu Jul 24 04:00:56 UTC 2025","","test_self_healing","",""
