"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1044","test_settings_are_correct[0]","tests.integration","Mon Jul 28 03:51:22 UTC 2025","passed","Mon Jul 28 03:51:23 UTC 2025","","test_charm","",""
"","25855","test_switchover_sync_standby","tests.integration","Mon Jul 28 04:18:52 UTC 2025","passed","Mon Jul 28 04:19:18 UTC 2025","","test_charm","",""
"","518514","test_removing_unit[roles1]","tests.integration.ha_tests","Mon Jul 28 04:37:56 UTC 2025","passed","Mon Jul 28 04:46:35 UTC 2025","","test_scaling_three_units_async","",""
"Build, deploy two units of PostgreSQL and do backup in GCP. Then, write new data into DB, switch WAL file and test point-in-time-recovery restore action.","0","test_pitr_backup_gcp","tests.integration","Mon Jul 28 03:30:10 UTC 2025","skipped","Mon Jul 28 03:30:10 UTC 2025","","test_backups_pitr_gcp","",""
"","20880","test_extensions_blocking","tests.integration","Mon Jul 28 03:49:27 UTC 2025","passed","Mon Jul 28 03:49:47 UTC 2025","","test_db","",""
"Test that an application can connect to different clusters of the same database.","86426","test_an_application_can_connect_to_multiple_aliased_database_clusters","tests.integration.new_relations","Mon Jul 28 03:37:41 UTC 2025","passed","Mon Jul 28 03:39:07 UTC 2025","","test_new_relations_1","",""
"","166352","test_legacy_endpoint_with_multiple_related_endpoints","tests.integration.relations","Mon Jul 28 04:09:27 UTC 2025","passed","Mon Jul 28 04:12:14 UTC 2025","","test_relations","",""
"Test that the pre-upgrade-check action runs successfully.","2366","test_pre_upgrade_check","tests.integration.ha_tests","Mon Jul 28 04:04:29 UTC 2025","passed","Mon Jul 28 04:04:32 UTC 2025","","test_upgrade_from_stable","",""
"Test that the charm can handle invalid and valid backup configurations.","0","test_invalid_config_and_recovery_after_fixing_it","tests.integration","Mon Jul 28 03:29:20 UTC 2025","skipped","Mon Jul 28 03:29:20 UTC 2025","","test_backups_gcp","",""
"","274","test_invalid_extra_user_roles","tests.integration.new_relations","Mon Jul 28 03:59:14 UTC 2025","broken","Mon Jul 28 03:59:14 UTC 2025","","test_new_relations_1","",""
