"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test password rotation action.","357272","test_password_rotation","tests.integration","Sun Jun 22 04:26:41 UTC 2025","passed","Sun Jun 22 04:32:39 UTC 2025","","test_password_rotation","",""
"Test that in general, there is no change when password validation fails.","10559","test_no_password_change_on_invalid_password","tests.integration","Sun Jun 22 04:33:17 UTC 2025","passed","Sun Jun 22 04:33:28 UTC 2025","","test_password_rotation","",""
"","488978","test_removing_unit[roles1]","tests.integration.ha_tests","Sun Jun 22 04:41:58 UTC 2025","passed","Sun Jun 22 04:50:07 UTC 2025","","test_scaling_three_units_async","",""
"","605347","test_removing_stereo_primary","tests.integration.ha_tests","Sun Jun 22 04:03:36 UTC 2025","passed","Sun Jun 22 04:13:41 UTC 2025","","test_scaling","",""
"Build and deploy one unit of PostgreSQL and then test config with wrong parameters.","183033","test_config_parameters","tests.integration","Sun Jun 22 04:19:08 UTC 2025","passed","Sun Jun 22 04:22:11 UTC 2025","","test_config","",""
"","0","test_scale_up","tests.integration","Sun Jun 22 04:15:03 UTC 2025","skipped","Sun Jun 22 04:15:03 UTC 2025","","test_subordinates","",""
"","80236","test_interruption_db_process[SIGTERM-/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]","tests.integration.ha_tests","Sun Jun 22 04:07:34 UTC 2025","passed","Sun Jun 22 04:08:55 UTC 2025","","test_self_healing","",""
"","1023","test_settings_are_correct[1]","tests.integration","Sun Jun 22 03:09:23 UTC 2025","passed","Sun Jun 22 03:09:24 UTC 2025","","test_charm","",""
"Build and deploy two units of PostgreSQL in AWS, test backup and restore actions.","0","test_backup_aws","tests.integration","Sun Jun 22 03:11:56 UTC 2025","skipped","Sun Jun 22 03:11:56 UTC 2025","","test_backups_aws","",""
"Completely cut and restore network.","0","test_network_cut","tests.integration.ha_tests","Sun Jun 22 04:33:15 UTC 2025","skipped","Sun Jun 22 04:33:15 UTC 2025","","test_self_healing","",""
