"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Build and deploy two PostgreSQL clusters.","635127","test_build_and_deploy","tests.integration.ha_tests","Sun Jun 15 03:31:07 UTC 2025","passed","Sun Jun 15 03:41:43 UTC 2025","","test_scaling","",""
"Test that user can't connect with empty password.","2087","test_db_connection_with_empty_password","tests.integration","Sun Jun 15 03:15:52 UTC 2025","passed","Sun Jun 15 03:15:55 UTC 2025","","test_password_rotation","",""
"","133747","test_modern_endpoint_with_multiple_related_endpoints","tests.integration.relations","Sun Jun 15 03:37:43 UTC 2025","passed","Sun Jun 15 03:39:57 UTC 2025","","test_relations","",""
"","716958","test_removing_stereo_primary","tests.integration.ha_tests","Sun Jun 15 03:41:43 UTC 2025","passed","Sun Jun 15 03:53:40 UTC 2025","","test_scaling","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","642765","test_deploy_stable","tests.integration.ha_tests","Sun Jun 15 04:30:02 UTC 2025","passed","Sun Jun 15 04:40:45 UTC 2025","","test_upgrade_from_stable","",""
"","1024","test_data_integrator_creds_keep_on_working","tests.integration.ha_tests","Sun Jun 15 03:39:12 UTC 2025","passed","Sun Jun 15 03:39:13 UTC 2025","","test_async_replication","",""
"","1536450","test_removing_unit[roles3]","tests.integration.ha_tests","Sun Jun 15 04:49:04 UTC 2025","passed","Sun Jun 15 05:14:40 UTC 2025","","test_scaling_three_units_async","",""
"Test that an application can connect to different clusters of the same database.","84463","test_an_application_can_connect_to_multiple_aliased_database_clusters","tests.integration.new_relations","Sun Jun 15 04:00:51 UTC 2025","passed","Sun Jun 15 04:02:16 UTC 2025","","test_new_relations_1","",""
"Test that's possible to change PostgreSQL parameters.","175356","test_postgresql_parameters_change","tests.integration","Sun Jun 15 04:13:07 UTC 2025","passed","Sun Jun 15 04:16:02 UTC 2025","","test_charm","",""
"Build and deploy one unit of PostgreSQL and then test the available plugins.","499490","test_plugins","tests.integration","Sun Jun 15 04:15:15 UTC 2025","passed","Sun Jun 15 04:23:34 UTC 2025","","test_plugins","",""
"","911605","test_removing_unit[roles4]","tests.integration.ha_tests","Sun Jun 15 05:14:41 UTC 2025","passed","Sun Jun 15 05:29:53 UTC 2025","","test_scaling_three_units_async","",""
"Test that is possible to restore a backup to another PostgreSQL cluster.","0","test_restore_on_new_cluster","tests.integration","Sun Jun 15 04:12:09 UTC 2025","skipped","Sun Jun 15 04:12:09 UTC 2025","","test_backups_gcp","",""
"Test that the admin role gives access to all the databases.","204345","test_admin_role","tests.integration.new_relations","Sun Jun 15 04:21:52 UTC 2025","passed","Sun Jun 15 04:25:16 UTC 2025","","test_new_relations_1","",""
"","2046","test_settings_are_correct[0]","tests.integration","Sun Jun 15 04:13:02 UTC 2025","passed","Sun Jun 15 04:13:04 UTC 2025","","test_charm","",""
"","2","test_database_is_up[1]","tests.integration","Sun Jun 15 04:13:02 UTC 2025","passed","Sun Jun 15 04:13:02 UTC 2025","","test_charm","",""
"Deploy both charms (application and database) to use in the tests.","272594","test_deploy_charms","tests.integration.relations","Sun Jun 15 03:30:24 UTC 2025","passed","Sun Jun 15 03:34:56 UTC 2025","","test_relations","",""
"","316283","test_upgrade_from_edge","tests.integration.ha_tests","Sun Jun 15 04:43:09 UTC 2025","passed","Sun Jun 15 04:48:26 UTC 2025","","test_upgrade","",""
"","81938","test_interruption_db_process[SIGKILL-/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]","tests.integration.ha_tests","Sun Jun 15 05:01:08 UTC 2025","passed","Sun Jun 15 05:02:29 UTC 2025","","test_self_healing","",""
"","70767","test_constant","tests.integration.ha_tests","Sun Jun 15 03:55:40 UTC 2025","passed","Sun Jun 15 03:56:51 UTC 2025","","test_synchronous_policy","",""
"Test that the charm can handle invalid and valid backup configurations.","0","test_invalid_config_and_recovery_after_fixing_it","tests.integration","Sun Jun 15 04:12:09 UTC 2025","skipped","Sun Jun 15 04:12:09 UTC 2025","","test_backups_gcp","",""
"A forceful restart with deleted data and without transaction logs (forced clone).","0","test_forceful_restart_without_data_and_transaction_logs","tests.integration.ha_tests","Sun Jun 15 05:12:09 UTC 2025","skipped","Sun Jun 15 05:12:09 UTC 2025","","test_self_healing","",""
"Build and deploy three unit of PostgreSQL.","732718","test_build_and_deploy","tests.integration.ha_tests","Sun Jun 15 04:01:32 UTC 2025","passed","Sun Jun 15 04:13:44 UTC 2025","","test_replication","",""
"Test that relation data, like connection data, is updated correctly when scaling.","1049045","test_relation_data_is_updated_correctly_when_scaling","tests.integration.new_relations","Sun Jun 15 04:03:26 UTC 2025","passed","Sun Jun 15 04:20:55 UTC 2025","","test_new_relations_1","",""
"","1021","test_get_data_integrator_credentials","tests.integration.ha_tests","Sun Jun 15 03:25:20 UTC 2025","passed","Sun Jun 15 03:25:21 UTC 2025","","test_async_replication","",""
"Remove unit with force while storage is alive.","287250","test_app_force_removal","tests.integration.ha_tests","Sun Jun 15 04:26:29 UTC 2025","passed","Sun Jun 15 04:31:16 UTC 2025","","test_smoke","",""
"Test that relation data, like connection data, is updated correctly when scaling.","792541","test_relation_data_is_updated_correctly_when_scaling","tests.integration","Sun Jun 15 03:10:12 UTC 2025","passed","Sun Jun 15 03:23:25 UTC 2025","","test_db","",""
"","55","test_exporter_is_up[1]","tests.integration","Sun Jun 15 04:13:02 UTC 2025","passed","Sun Jun 15 04:13:02 UTC 2025","","test_charm","",""
"Test that there is no read-only endpoint in a standalone cluster.","46474","test_primary_read_only_endpoint_in_standalone_cluster","tests.integration.new_relations","Sun Jun 15 03:46:34 UTC 2025","passed","Sun Jun 15 03:47:20 UTC 2025","","test_new_relations_1","",""
"","18477","test_switchover_sync_standby","tests.integration","Sun Jun 15 04:41:42 UTC 2025","broken","Sun Jun 15 04:42:01 UTC 2025","","test_charm","",""
"Test promoting the standby cluster.","295925","test_promote_standby","tests.integration.ha_tests","Sun Jun 15 03:39:13 UTC 2025","passed","Sun Jun 15 03:44:09 UTC 2025","","test_async_replication","",""
"","20384","test_extensions_blocking","tests.integration","Sun Jun 15 03:25:51 UTC 2025","passed","Sun Jun 15 03:26:11 UTC 2025","","test_db","",""
"Recreates the cluster from storage volumes.","1274975","test_cluster_restore","tests.integration.ha_tests","Sun Jun 15 03:12:33 UTC 2025","passed","Sun Jun 15 03:33:48 UTC 2025","","test_restore_cluster","",""
"","472904","test_removing_stereo_sync_standby","tests.integration.ha_tests","Sun Jun 15 03:53:41 UTC 2025","passed","Sun Jun 15 04:01:33 UTC 2025","","test_scaling","",""
"Build, deploy two units of PostgreSQL and do backup in AWS. Then, write new data into DB, switch WAL file and test point-in-time-recovery restore action.","0","test_pitr_backup_aws","tests.integration","Sun Jun 15 04:08:04 UTC 2025","skipped","Sun Jun 15 04:08:04 UTC 2025","","test_backups_pitr_aws","",""
"Build and deploy one unit of PostgreSQL and then test config with wrong parameters.","202971","test_config_parameters","tests.integration","Sun Jun 15 02:57:50 UTC 2025","passed","Sun Jun 15 03:01:13 UTC 2025","","test_config","",""
"","329111","test_freeze_db_process[/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]","tests.integration.ha_tests","Sun Jun 15 05:05:20 UTC 2025","failed","Sun Jun 15 05:10:49 UTC 2025","","test_self_healing","",""
"Build and deploy two PostgreSQL clusters.","666229","test_build_and_deploy","tests.integration.ha_tests","Sun Jun 15 03:43:02 UTC 2025","passed","Sun Jun 15 03:54:08 UTC 2025","","test_synchronous_policy","",""
"Test updating from stable channel.","489826","test_upgrade_from_stable","tests.integration.ha_tests","Sun Jun 15 04:40:47 UTC 2025","passed","Sun Jun 15 04:48:57 UTC 2025","","test_upgrade_from_stable","",""
"","76354","test_majority","tests.integration.ha_tests","Sun Jun 15 03:54:24 UTC 2025","passed","Sun Jun 15 03:55:40 UTC 2025","","test_synchronous_policy","",""
