"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","584434","test_removing_unit[roles0]","tests.integration.ha_tests","Sat Jun 28 04:04:35 UTC 2025","passed","Sat Jun 28 04:14:19 UTC 2025","","test_scaling_three_units","",""
"Checking if password is same as returned by CLI.

    I.e. we're manipulating the secret we think we're manipulating.
    ","2332","test_password_from_secret_same_as_cli","tests.integration","Sat Jun 28 03:27:52 UTC 2025","passed","Sat Jun 28 03:27:54 UTC 2025","","test_password_rotation","",""
"Build and deploy two units of PostgreSQL in GCP, test backup and restore actions.","0","test_backup_gcp","tests.integration","Sat Jun 28 02:37:40 UTC 2025","skipped","Sat Jun 28 02:37:40 UTC 2025","","test_backups_gcp","",""
"","176679","test_freeze_db_process[postgres]","tests.integration.ha_tests","Sat Jun 28 04:04:53 UTC 2025","passed","Sat Jun 28 04:07:49 UTC 2025","","test_self_healing","",""
"Test that the charm can handle invalid and valid backup configurations.","0","test_invalid_config_and_recovery_after_fixing_it","tests.integration","Sat Jun 28 02:37:40 UTC 2025","skipped","Sat Jun 28 02:37:40 UTC 2025","","test_backups_gcp","",""
"","82","test_exporter_is_up[1]","tests.integration","Sat Jun 28 03:33:25 UTC 2025","passed","Sat Jun 28 03:33:25 UTC 2025","","test_charm","",""
"Test that async replication fails over correctly.","58950","test_async_replication_failover_in_main_cluster","tests.integration.ha_tests","Sat Jun 28 04:00:27 UTC 2025","passed","Sat Jun 28 04:01:26 UTC 2025","","test_async_replication","",""
"Test switching over to the second cluster.","842883","test_switchover","tests.integration.ha_tests","Sat Jun 28 03:31:40 UTC 2025","passed","Sat Jun 28 03:45:43 UTC 2025","","test_async_replication","",""
"","513154","test_removing_unit[roles2]","tests.integration.ha_tests","Sat Jun 28 04:12:44 UTC 2025","passed","Sat Jun 28 04:21:17 UTC 2025","","test_scaling_three_units_async","",""
"Test updating from stable channel.","431062","test_upgrade_from_stable","tests.integration.ha_tests","Sat Jun 28 04:13:02 UTC 2025","passed","Sat Jun 28 04:20:13 UTC 2025","","test_upgrade_from_stable","",""
"Test that the admin role gives access to all the databases.","193660","test_admin_role","tests.integration.new_relations","Sat Jun 28 03:58:12 UTC 2025","passed","Sat Jun 28 04:01:26 UTC 2025","","test_new_relations_1","",""
"","20459","test_extensions_blocking","tests.integration","Sat Jun 28 03:13:10 UTC 2025","passed","Sat Jun 28 03:13:30 UTC 2025","","test_db","",""
"Test that an application can connect to different clusters of the same database.","83885","test_an_application_can_connect_to_multiple_aliased_database_clusters","tests.integration.new_relations","Sat Jun 28 03:37:59 UTC 2025","passed","Sat Jun 28 03:39:23 UTC 2025","","test_new_relations_1","",""
"","1029","test_settings_are_correct[2]","tests.integration","Sat Jun 28 03:33:27 UTC 2025","passed","Sat Jun 28 03:33:28 UTC 2025","","test_charm","",""
"Test that an application can request additional databases using the same interface.","71206","test_an_application_can_request_multiple_databases","tests.integration.new_relations","Sat Jun 28 03:39:23 UTC 2025","passed","Sat Jun 28 03:40:34 UTC 2025","","test_new_relations_1","",""
"","514619","test_removing_unit[roles1]","tests.integration.ha_tests","Sat Jun 28 04:04:08 UTC 2025","passed","Sat Jun 28 04:12:43 UTC 2025","","test_scaling_three_units_async","",""
"","752730","test_scale_to_five_units","tests.integration.ha_tests","Sat Jun 28 03:41:38 UTC 2025","passed","Sat Jun 28 03:54:11 UTC 2025","","test_scaling","",""
"Test that two different application connect to the database with different credentials.","138173","test_two_applications_doesnt_share_the_same_relation_data","tests.integration.new_relations","Sat Jun 28 03:34:13 UTC 2025","passed","Sat Jun 28 03:36:31 UTC 2025","","test_new_relations_1","",""
"","479191","test_pg_hba","tests.integration","Sat Jun 28 03:04:05 UTC 2025","passed","Sat Jun 28 03:12:05 UTC 2025","","test_pg_hba","",""
"","39","test_exporter_is_up[0]","tests.integration","Sat Jun 28 03:33:25 UTC 2025","passed","Sat Jun 28 03:33:25 UTC 2025","","test_charm","",""
"Simple test to ensure that the PostgreSQL and application charms get deployed.","691347","test_deploy_latest","tests.integration.ha_tests","Sat Jun 28 03:49:23 UTC 2025","passed","Sat Jun 28 04:00:54 UTC 2025","","test_upgrade","",""
"Remove unit with force while storage is alive.","197852","test_app_force_removal","tests.integration.ha_tests","Sat Jun 28 04:02:13 UTC 2025","passed","Sat Jun 28 04:05:31 UTC 2025","","test_smoke","",""
"Completely cut and restore network.","0","test_network_cut","tests.integration.ha_tests","Sat Jun 28 04:14:30 UTC 2025","skipped","Sat Jun 28 04:14:30 UTC 2025","","test_self_healing","",""
"","3","test_database_is_up[2]","tests.integration","Sat Jun 28 03:33:25 UTC 2025","passed","Sat Jun 28 03:33:25 UTC 2025","","test_charm","",""
"Test that the pre-upgrade-check action runs successfully.","3243","test_pre_upgrade_check","tests.integration.ha_tests","Sat Jun 28 04:00:54 UTC 2025","passed","Sat Jun 28 04:00:57 UTC 2025","","test_upgrade","",""
"Write to primary, read data from secondaries (check consistency).","11827","test_consistency","tests.integration.ha_tests","Sat Jun 28 03:02:43 UTC 2025","passed","Sat Jun 28 03:02:54 UTC 2025","","test_replication","",""
"","0","test_deploy","tests.integration","Sat Jun 28 03:41:16 UTC 2025","skipped","Sat Jun 28 03:41:16 UTC 2025","","test_subordinates","",""
"","77180","test_switchover_sync_standby","tests.integration","Sat Jun 28 04:01:57 UTC 2025","passed","Sat Jun 28 04:03:15 UTC 2025","","test_charm","",""
"Test that the relation can be broken and re-established.","595795","test_reestablish_relation","tests.integration.ha_tests","Sat Jun 28 03:50:30 UTC 2025","passed","Sat Jun 28 04:00:26 UTC 2025","","test_async_replication","",""
"","0","test_nextcloud_db_blocked","tests.integration.new_relations","Sat Jun 28 03:58:34 UTC 2025","skipped","Sat Jun 28 03:58:34 UTC 2025","","test_new_relations_2","",""
"","380320","test_freeze_db_process[/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]","tests.integration.ha_tests","Sat Jun 28 04:07:50 UTC 2025","failed","Sat Jun 28 04:14:11 UTC 2025","","test_self_healing","",""
