"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that the relation can be broken and re-established.","0","test_reestablish_relation","tests.integration.ha_tests","Mon Aug 04 04:40:39 UTC 2025","skipped","Mon Aug 04 04:40:39 UTC 2025","","test_async_replication","",""
"Build and deploy two PostgreSQL clusters.","1507959","test_build_and_deploy","tests.integration.ha_tests","Mon Aug 04 04:42:06 UTC 2025","broken","Mon Aug 04 05:07:14 UTC 2025","","test_scaling_three_units","",""
"Test that an application can connect to different clusters of the same database.","0","test_an_application_can_connect_to_multiple_database_clusters","tests.integration.new_relations","Mon Aug 04 04:48:41 UTC 2025","skipped","Mon Aug 04 04:48:41 UTC 2025","","test_new_relations_1","",""
"Deploy Mailman3 Core to test the 'db' relation.","758271","test_mailman3_core_db","tests.integration","Mon Aug 04 04:30:39 UTC 2025","passed","Mon Aug 04 04:43:18 UTC 2025","","test_db","",""
"Test that in general, there is no change when password validation fails.","10440","test_no_password_change_on_invalid_password","tests.integration","Mon Aug 04 04:02:20 UTC 2025","passed","Mon Aug 04 04:02:30 UTC 2025","","test_password_rotation","",""
"Kill primary unit, check reelection.","0","test_reelection","tests.integration.ha_tests","Mon Aug 04 04:11:09 UTC 2025","skipped","Mon Aug 04 04:11:09 UTC 2025","","test_replication","",""
"Build, deploy two units of PostgreSQL and do backup in GCP. Then, write new data into DB, switch WAL file and test point-in-time-recovery restore action.","0","test_pitr_backup_gcp","tests.integration","Mon Aug 04 03:54:24 UTC 2025","skipped","Mon Aug 04 03:54:24 UTC 2025","","test_backups_pitr_gcp","",""
"Test application deploy in dirty environment with garbage storage from another application.","0","test_app_resources_conflicts_v2","tests.integration.ha_tests","Mon Aug 04 04:26:22 UTC 2025","skipped","Mon Aug 04 04:26:22 UTC 2025","","test_smoke","",""
"Test that the password can't be set to an empty string.","35270","test_empty_password","tests.integration","Mon Aug 04 04:01:42 UTC 2025","passed","Mon Aug 04 04:02:18 UTC 2025","","test_password_rotation","",""
"","70461","test_constant","tests.integration.ha_tests","Mon Aug 04 04:28:10 UTC 2025","passed","Mon Aug 04 04:29:21 UTC 2025","","test_synchronous_policy","",""
"Test that an application can request additional databases using the same interface.","0","test_an_application_can_request_multiple_databases","tests.integration.new_relations","Mon Aug 04 04:48:41 UTC 2025","skipped","Mon Aug 04 04:48:41 UTC 2025","","test_new_relations_1","",""
"","0","test_filter_out_degraded_replicas","tests.integration.new_relations","Mon Aug 04 04:48:41 UTC 2025","skipped","Mon Aug 04 04:48:41 UTC 2025","","test_new_relations_1","",""
"","0","test_scale_up","tests.integration","Mon Aug 04 04:04:14 UTC 2025","skipped","Mon Aug 04 04:04:14 UTC 2025","","test_subordinates","",""
"","2032","test_settings_are_correct[2]","tests.integration","Mon Aug 04 03:38:47 UTC 2025","passed","Mon Aug 04 03:38:49 UTC 2025","","test_charm","",""
"","0","test_scale_to_five_units","tests.integration.ha_tests","Mon Aug 04 04:55:22 UTC 2025","skipped","Mon Aug 04 04:55:22 UTC 2025","","test_scaling","",""
"Test that relation data, like connection data, is updated correctly when scaling.","840760","test_relation_data_is_updated_correctly_when_scaling","tests.integration","Mon Aug 04 04:43:18 UTC 2025","passed","Mon Aug 04 04:57:18 UTC 2025","","test_db","",""
"","0","test_deploy","tests.integration","Mon Aug 04 04:04:14 UTC 2025","skipped","Mon Aug 04 04:04:14 UTC 2025","","test_subordinates","",""
"","0","test_interruption_db_process[SIGTERM-/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]","tests.integration.ha_tests","Mon Aug 04 04:46:03 UTC 2025","skipped","Mon Aug 04 04:46:03 UTC 2025","","test_self_healing","",""
"Test that a relation with no database name doesn't block the charm.","0","test_relation_with_no_database_name","tests.integration.new_relations","Mon Aug 04 04:48:41 UTC 2025","skipped","Mon Aug 04 04:48:41 UTC 2025","","test_new_relations_1","",""
"","77049","test_majority","tests.integration.ha_tests","Mon Aug 04 04:26:53 UTC 2025","passed","Mon Aug 04 04:28:10 UTC 2025","","test_synchronous_policy","",""
"Checks if charm gets blocked when trying to disable a plugin in use.","149426","test_plugin_objects","tests.integration","Mon Aug 04 04:41:34 UTC 2025","passed","Mon Aug 04 04:44:03 UTC 2025","","test_plugins","",""
"","0","test_canonical_livepatch_onprem_bundle_db","tests.integration","Mon Aug 04 05:30:43 UTC 2025","skipped","Mon Aug 04 05:30:43 UTC 2025","","test_db","",""
"Build and deploy two PostgreSQL cluster in two separate models to test async replication.","2026116","test_deploy_async_replication_setup","tests.integration.ha_tests","Mon Aug 04 04:06:52 UTC 2025","broken","Mon Aug 04 04:40:38 UTC 2025","","test_async_replication","",""
"Test that's possible to change PostgreSQL parameters.","139622","test_postgresql_parameters_change","tests.integration","Mon Aug 04 03:38:49 UTC 2025","passed","Mon Aug 04 03:41:08 UTC 2025","","test_charm","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","0","test_full_cluster_restart[SIGTERM-/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]","tests.integration.ha_tests","Mon Aug 04 04:46:03 UTC 2025","skipped","Mon Aug 04 04:46:03 UTC 2025","","test_self_healing","",""
"","0","test_fail_and_rollback","tests.integration.ha_tests","Mon Aug 04 05:09:56 UTC 2025","skipped","Mon Aug 04 05:09:56 UTC 2025","","test_upgrade","",""
"","0","test_upgrade_from_edge","tests.integration.ha_tests","Mon Aug 04 05:09:56 UTC 2025","skipped","Mon Aug 04 05:09:56 UTC 2025","","test_upgrade","",""
"","0","test_removing_unit[roles4]","tests.integration.ha_tests","Mon Aug 04 04:58:45 UTC 2025","skipped","Mon Aug 04 04:58:45 UTC 2025","","test_scaling_three_units_async","",""
"Recreates the cluster from storage volumes.","1248970","test_cluster_restore","tests.integration.ha_tests","Mon Aug 04 04:09:35 UTC 2025","passed","Mon Aug 04 04:30:24 UTC 2025","","test_restore_cluster","",""
"","0","test_removing_unit[roles3]","tests.integration.ha_tests","Mon Aug 04 05:07:14 UTC 2025","skipped","Mon Aug 04 05:07:14 UTC 2025","","test_scaling_three_units","",""
"Test the audit plugin.","274866","test_audit_plugin","tests.integration","Mon Aug 04 03:16:04 UTC 2025","passed","Mon Aug 04 03:20:39 UTC 2025","","test_audit","",""
"Deploy both charms (application and database) to use in the tests.","3009061","test_deploy_charms","tests.integration.new_relations","Mon Aug 04 03:58:32 UTC 2025","broken","Mon Aug 04 04:48:41 UTC 2025","","test_new_relations_1","",""
"Deploy both charms (application and database) to use in the tests.","3006746","test_deploy_charms","tests.integration.relations","Mon Aug 04 04:01:26 UTC 2025","broken","Mon Aug 04 04:51:33 UTC 2025","","test_relations","",""
"","2049","test_settings_are_correct[0]","tests.integration","Mon Aug 04 03:38:43 UTC 2025","passed","Mon Aug 04 03:38:46 UTC 2025","","test_charm","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","0","test_full_cluster_restart[SIGTERM-postgres]","tests.integration.ha_tests","Mon Aug 04 04:46:03 UTC 2025","skipped","Mon Aug 04 04:46:03 UTC 2025","","test_self_healing","",""
"Test data is replicated to new units after a scale up.","2150846","test_scale_down_and_up","tests.integration","Mon Aug 04 03:41:08 UTC 2025","broken","Mon Aug 04 04:16:59 UTC 2025","","test_charm","",""
"Test superuser actions and the request for more permissions.","0","test_user_with_extra_roles","tests.integration.new_relations","Mon Aug 04 04:48:41 UTC 2025","skipped","Mon Aug 04 04:48:41 UTC 2025","","test_new_relations_1","",""
"Test promoting the standby cluster.","0","test_promote_standby","tests.integration.ha_tests","Mon Aug 04 04:40:39 UTC 2025","skipped","Mon Aug 04 04:40:39 UTC 2025","","test_async_replication","",""
"Test that two different application connect to the database with different credentials.","0","test_two_applications_doesnt_share_the_same_relation_data","tests.integration.new_relations","Mon Aug 04 04:48:41 UTC 2025","skipped","Mon Aug 04 04:48:41 UTC 2025","","test_new_relations_1","",""
"Build and deploy two PostgreSQL clusters.","817026","test_build_and_deploy","tests.integration.ha_tests","Mon Aug 04 03:55:58 UTC 2025","passed","Mon Aug 04 04:09:35 UTC 2025","","test_restore_cluster","",""
"","45","test_exporter_is_up[1]","tests.integration","Mon Aug 04 03:38:43 UTC 2025","passed","Mon Aug 04 03:38:43 UTC 2025","","test_charm","",""
"Test that the admin role gives access to all the databases.","0","test_admin_role","tests.integration.new_relations","Mon Aug 04 04:48:41 UTC 2025","skipped","Mon Aug 04 04:48:41 UTC 2025","","test_new_relations_1","",""
"","4","test_database_is_up[0]","tests.integration","Mon Aug 04 03:38:43 UTC 2025","passed","Mon Aug 04 03:38:43 UTC 2025","","test_charm","",""
"Write to primary, read data from secondaries (check consistency).","0","test_consistency","tests.integration.ha_tests","Mon Aug 04 04:11:13 UTC 2025","skipped","Mon Aug 04 04:11:13 UTC 2025","","test_replication","",""
