"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","722829","test_removing_unit[roles3]","tests.integration.ha_tests","Wed Jun 25 04:13:59 UTC 2025","passed","Wed Jun 25 04:26:02 UTC 2025","","test_scaling_three_units_async","",""
"Checking if password is same as returned by CLI.

    I.e. we're manipulating the secret we think we're manipulating.
    ","2378","test_password_from_secret_same_as_cli","tests.integration","Wed Jun 25 04:17:56 UTC 2025","passed","Wed Jun 25 04:17:59 UTC 2025","","test_password_rotation","",""
"Build and deploy three unit of PostgreSQL.","655284","test_build_and_deploy","tests.integration.ha_tests","Wed Jun 25 03:20:00 UTC 2025","passed","Wed Jun 25 03:30:55 UTC 2025","","test_replication","",""
"","508133","test_removing_unit[roles1]","tests.integration.ha_tests","Wed Jun 25 03:56:33 UTC 2025","passed","Wed Jun 25 04:05:01 UTC 2025","","test_scaling_three_units_async","",""
"Test charm deploy in dirty environment with garbage storage.","528433","test_charm_garbage_ignorance","tests.integration.ha_tests","Wed Jun 25 04:15:13 UTC 2025","passed","Wed Jun 25 04:24:01 UTC 2025","","test_smoke","",""
"Checks if charm gets blocked when trying to disable a plugin in use.","140040","test_plugin_objects","tests.integration","Wed Jun 25 04:18:45 UTC 2025","passed","Wed Jun 25 04:21:05 UTC 2025","","test_plugins","",""
"","62087","test_majority","tests.integration.ha_tests","Wed Jun 25 03:50:43 UTC 2025","passed","Wed Jun 25 03:51:45 UTC 2025","","test_synchronous_policy","",""
"Test that is possible to restore a backup to another PostgreSQL cluster.","0","test_restore_on_new_cluster","tests.integration","Wed Jun 25 03:20:35 UTC 2025","skipped","Wed Jun 25 03:20:35 UTC 2025","","test_backups_gcp","",""
"Verifies that database units with attached storage correctly repurpose storage.

    It is not enough to verify that Juju attaches the storage. Hence test checks that the
    postgresql properly uses the storage that was provided. (ie. doesn't just re-sync everything
    from primary, but instead computes a diff between current storage and primary storage.)
    ","691004","test_storage_re_use","tests.integration.ha_tests","Wed Jun 25 03:21:01 UTC 2025","passed","Wed Jun 25 03:32:32 UTC 2025","","test_self_healing","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","93154","test_full_cluster_restart[SIGTERM-postgres]","tests.integration.ha_tests","Wed Jun 25 03:43:51 UTC 2025","passed","Wed Jun 25 03:45:24 UTC 2025","","test_self_healing","",""
"Build and deploy two PostgreSQL clusters.","662317","test_build_and_deploy","tests.integration.ha_tests","Wed Jun 25 03:36:36 UTC 2025","passed","Wed Jun 25 03:47:38 UTC 2025","","test_scaling_three_units_async","",""
"Check that writes in one cluster are not replicated to another cluster.","558070","test_no_data_replicated_between_clusters","tests.integration.ha_tests","Wed Jun 25 03:34:33 UTC 2025","passed","Wed Jun 25 03:43:51 UTC 2025","","test_replication","",""
"Remove unit with force while storage is alive.","164973","test_app_force_removal","tests.integration.ha_tests","Wed Jun 25 04:12:28 UTC 2025","passed","Wed Jun 25 04:15:13 UTC 2025","","test_smoke","",""
"","52","test_exporter_is_up[1]","tests.integration","Wed Jun 25 03:35:33 UTC 2025","passed","Wed Jun 25 03:35:33 UTC 2025","","test_charm","",""
"","201946","test_invalid_extra_user_roles","tests.integration.new_relations","Wed Jun 25 04:45:32 UTC 2025","passed","Wed Jun 25 04:48:54 UTC 2025","","test_new_relations_1","",""
"Test that an application can connect to different clusters of the same database.","80334","test_an_application_can_connect_to_multiple_database_clusters","tests.integration.new_relations","Wed Jun 25 04:20:35 UTC 2025","passed","Wed Jun 25 04:21:56 UTC 2025","","test_new_relations_1","",""
"","1018","test_get_data_integrator_credentials","tests.integration.ha_tests","Wed Jun 25 03:40:12 UTC 2025","passed","Wed Jun 25 03:40:13 UTC 2025","","test_async_replication","",""
"","0","test_canonical_livepatch_onprem_bundle_db","tests.integration","Wed Jun 25 04:50:32 UTC 2025","skipped","Wed Jun 25 04:50:32 UTC 2025","","test_db","",""
"Test data persists through a primary deletion.","393928","test_persist_data_through_primary_deletion","tests.integration","Wed Jun 25 04:05:47 UTC 2025","passed","Wed Jun 25 04:12:21 UTC 2025","","test_charm","",""
"","868175","test_removing_unit[roles3]","tests.integration.ha_tests","Wed Jun 25 04:47:56 UTC 2025","passed","Wed Jun 25 05:02:24 UTC 2025","","test_scaling_three_units","",""
"Test that async replication fails over correctly.","0","test_async_replication_failover_in_main_cluster","tests.integration.ha_tests","Wed Jun 25 03:53:48 UTC 2025","skipped","Wed Jun 25 03:53:48 UTC 2025","","test_async_replication","",""
"","1028","test_settings_are_correct[1]","tests.integration","Wed Jun 25 03:35:35 UTC 2025","passed","Wed Jun 25 03:35:36 UTC 2025","","test_charm","",""
"","78225","test_interruption_db_process[SIGKILL-postgres]","tests.integration.ha_tests","Wed Jun 25 03:35:19 UTC 2025","passed","Wed Jun 25 03:36:37 UTC 2025","","test_self_healing","",""
"","421725","test_removing_stereo_sync_standby","tests.integration.ha_tests","Wed Jun 25 03:47:32 UTC 2025","passed","Wed Jun 25 03:54:34 UTC 2025","","test_scaling","",""
"","2039","test_settings_are_correct[0]","tests.integration","Wed Jun 25 03:35:33 UTC 2025","passed","Wed Jun 25 03:35:35 UTC 2025","","test_charm","",""
"Build, deploy two units of PostgreSQL and do backup in GCP. Then, write new data into DB, switch WAL file and test point-in-time-recovery restore action.","0","test_pitr_backup_gcp","tests.integration","Wed Jun 25 03:20:23 UTC 2025","skipped","Wed Jun 25 03:20:23 UTC 2025","","test_backups_pitr_gcp","",""
"Deploy both charms (application and database) to use in the tests.","248198","test_deploy_charms","tests.integration.relations","Wed Jun 25 03:06:35 UTC 2025","passed","Wed Jun 25 03:10:43 UTC 2025","","test_relations","",""
"","1028","test_settings_are_correct[2]","tests.integration","Wed Jun 25 03:35:36 UTC 2025","passed","Wed Jun 25 03:35:37 UTC 2025","","test_charm","",""
"Test that the relation can be broken and re-established.","0","test_reestablish_relation","tests.integration.ha_tests","Wed Jun 25 03:53:48 UTC 2025","skipped","Wed Jun 25 03:53:48 UTC 2025","","test_async_replication","",""
"Test that there is no read-only endpoint in a standalone cluster.","52720","test_primary_read_only_endpoint_in_standalone_cluster","tests.integration.new_relations","Wed Jun 25 04:08:23 UTC 2025","passed","Wed Jun 25 04:09:16 UTC 2025","","test_new_relations_1","",""
"This tests checks that a cluster recovers from a full cluster restart.

    The test can be called a full cluster crash when the signal sent to the OS process
    is SIGKILL.
    ","145453","test_full_cluster_restart[SIGTERM-/snap/charmed-postgresql/[0-9]*/usr/bin/patroni]","tests.integration.ha_tests","Wed Jun 25 03:45:34 UTC 2025","passed","Wed Jun 25 03:47:59 UTC 2025","","test_self_healing","",""
